pathway_id,generation_family,mechanism_labels,primary_mechanism,passive_failure,passive_severe_failure,active_failure,classification,passive_cumulative_shortfall,active_cumulative_shortfall,plausibility,controllability,structural_weight,elements,event_specification
RST-18,Hidden convergent dependency,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,Hidden convergent dependency,True,True,True,Structural,3.322222222222223,3.0222222222222226,0.1921350686197264,0.09030100334448166,0.6543929751866633,T2P,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":7,""recovery_weeks"":3}]"
RST-19,Compounding moderate disturbance,Unclassified,Unclassified,False,False,,Non-failure,0.0,0.0,0.7251834434701577,0.0,0.0,T2P; corridor,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]"
RST-20,Compounding moderate disturbance,Concentrated dependency; Propagation-amplified cascade,Propagation-amplified cascade,True,False,True,Structural,0.1333333333333333,0.09999999999999998,0.7120646549313648,0.25,0.39086571025513966,T2P; corridor,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]"
RST-21,Compounding moderate disturbance,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,Hidden convergent dependency,True,False,True,Structural,0.29259259259259296,0.24444444444444458,0.7120646549313648,0.1645569620253171,0.4184298128192423,T2P; corridor,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]"
RST-22,Compounding moderate disturbance,Concentrated dependency; Propagation-amplified cascade,Propagation-amplified cascade,True,False,True,Structural,0.19259259259259276,0.26666666666666683,0.6991831892579452,0.0,0.39397699769043687,T2P; corridor,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]"
RST-23,Compounding moderate disturbance,Hidden convergent dependency; Compounding moderate disturbance,Hidden convergent dependency,True,True,True,Structural,0.29322548028311424,0.22655881361644759,0.7181312954592951,0.2273563218390804,0.42190441004900053,T2P,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.15,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":2}]"
RST-24,Compounding moderate disturbance,Hidden convergent dependency; Compounding moderate disturbance,Hidden convergent dependency,True,True,True,Structural,0.4925925925925926,0.4092592592592593,0.5734246429034758,0.16917293233082698,0.376144017167235,T2P,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":2}]"
RST-25,Compounding moderate disturbance,Concentrated dependency; Hidden convergent dependency,Hidden convergent dependency,True,True,True,Structural,0.7780661348912109,0.6002883571134331,0.7051400824178911,0.2284867182950131,0.4986131409721105,T2P,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.15,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":2}]"
RST-26,Compounding moderate disturbance,Concentrated dependency; Hidden convergent dependency,Hidden convergent dependency,True,True,True,Structural,0.9728395061728397,0.8895061728395063,0.5630512171159453,0.08565989847715738,0.453509718151367,T2P,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":2}]"
RST-27,Compounding moderate disturbance,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,Hidden convergent dependency,True,False,False,Adaptation-limited,0.022477650063857157,0.011366538952745975,0.685997978576704,0.49431818181818066,0.3572204220247163,S1A; T2P,"[{""target"":""T2P"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]"
RST-28,Compounding moderate disturbance,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,Hidden convergent dependency,True,False,False,Adaptation-limited,0.022477650063857157,0.011366538952745975,0.685997978576704,0.49431818181818066,0.3572204220247163,S1B; T2P,"[{""target"":""T2P"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1B"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]"
RST-29,Compounding moderate disturbance,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,Hidden convergent dependency,True,False,False,Adaptation-limited,0.02247765006385727,0.011366538952745975,0.685997978576704,0.4943181818181832,0.3572204220247163,S1C; T2P,"[{""target"":""T2P"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1C"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]"
RST-30,Compounding moderate disturbance,Compounding moderate disturbance,Compounding moderate disturbance,True,True,False,Adaptation-limited,0.484848484848485,0.18888888888888888,0.6648124452855089,0.6104166666666668,0.42549490011364605,corridor,"[{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""demand"",""magnitude"":0.2,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":2}]"
RST-31,Propagation-amplified cascade,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,Hidden convergent dependency,True,True,True,Structural,0.19999999999999996,0.1333333333333333,0.5034133400341845,0.33333333333333337,0.28666895116545615,T2P,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":4}]"
RST-32,Propagation-amplified cascade,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,Hidden convergent dependency,True,True,True,Structural,0.8583333333333336,0.6805555555555558,0.4853642864704756,0.2071197411003236,0.3905997657724966,T2P,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":4}]"
RST-33,Propagation-amplified cascade,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,Hidden convergent dependency,True,True,True,Structural,1.6583333333333332,1.3694444444444445,0.3974101404528148,0.17420435510887766,0.4802746838404359,T2P,"[{""target"":""T2P"",""magnitude"":0.45,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":4}]"
RST-34,Propagation-amplified cascade,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,Hidden convergent dependency,True,True,True,Structural,2.575000000000001,2.2750000000000012,0.2792851274352153,0.11650485436893188,0.573406659451404,T2P,"[{""target"":""T2P"",""magnitude"":0.55,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":4}]"
RST-35,Propagation-amplified cascade,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,Hidden convergent dependency,True,True,True,Structural,3.4916666666666667,3.1916666666666664,0.15224842690028345,0.08591885441527458,0.6615954784784037,T2P,"[{""target"":""T2P"",""magnitude"":0.65,""start_week"":12,""duration_weeks"":6,""recovery_weeks"":4}]"
RST-36,Propagation-amplified cascade,Concentrated dependency; Hidden convergent dependency,Hidden convergent dependency,True,True,True,Structural,0.5958206943040109,0.4204583754634311,0.595828152687449,0.2943206245050345,0.4064372528765004,T2P,"[{""target"":""T2P"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":5,""recovery_weeks"":4},{""target"":""demand"",""magnitude"":0.15,""start_week"":14,""duration_weeks"":4,""recovery_weeks"":2}]"
RST-37,Propagation-amplified cascade,Concentrated dependency; Hidden convergent dependency,Hidden convergent dependency,True,True,True,Structural,1.2386726210538144,0.9778030558364231,0.5850494406099058,0.21060412637154569,0.5117213240283254,T2P,"[{""target"":""T2P"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":5,""recovery_weeks"":4},{""target"":""demand"",""magnitude"":0.15,""start_week"":14,""duration_weeks"":4,""recovery_weeks"":2}]"
RST-38,Propagation-amplified cascade,Concentrated dependency; Hidden convergent dependency,Hidden convergent dependency,True,True,True,Structural,1.8797129536007189,1.6188433883833278,0.5293929238548045,0.13878159679523283,0.5917989197923124,T2P,"[{""target"":""T2P"",""magnitude"":0.45,""start_week"":12,""duration_weeks"":5,""recovery_weeks"":4},{""target"":""demand"",""magnitude"":0.15,""start_week"":14,""duration_weeks"":4,""recovery_weeks"":2}]"
RST-39,Propagation-amplified cascade,Concentrated dependency; Hidden convergent dependency,Hidden convergent dependency,True,True,True,Structural,2.5533619817997986,2.2924924165824074,0.44379516283592396,0.10216709071289254,0.6609124458158121,T2P,"[{""target"":""T2P"",""magnitude"":0.55,""start_week"":12,""duration_weeks"":5,""recovery_weeks"":4},{""target"":""demand"",""magnitude"":0.15,""start_week"":14,""duration_weeks"":4,""recovery_weeks"":2}]"
RST-40,Propagation-amplified cascade,Concentrated dependency; Hidden convergent dependency,Hidden convergent dependency,True,True,True,Structural,3.307687338501292,3.046817773283901,0.3276687819513535,0.07886766145665713,0.727055493159587,T2P,"[{""target"":""T2P"",""magnitude"":0.65,""start_week"":12,""duration_weeks"":5,""recovery_weeks"":4},{""target"":""demand"",""magnitude"":0.15,""start_week"":14,""duration_weeks"":4,""recovery_weeks"":2}]"
RST-41,Recovery lag and temporal overlap,Concentrated dependency; Propagation-amplified cascade,Propagation-amplified cascade,True,True,False,Adaptation-limited,0.7111111111111115,0.4666666666666668,0.6414115947631008,0.3437500000000001,0.4516756983893764,T2P; corridor,"[{""target"":""T2P"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":4},{""target"":""corridor"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]"
RST-42,Recovery lag and temporal overlap,Concentrated dependency; Propagation-amplified cascade,Propagation-amplified cascade,True,True,True,Structural,0.7111111111111114,0.48888888888888926,0.6018730849781013,0.31249999999999967,0.42974438127531944,T2P; corridor,"[{""target"":""T2P"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":4},{""target"":""corridor"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]"
RST-43,Recovery lag and temporal overlap,Concentrated dependency; Propagation-amplified cascade,Propagation-amplified cascade,True,True,True,Structural,1.0833333333333335,0.8500000000000002,0.5254932044211416,0.21538461538461529,0.4518008796212749,T2P; corridor,"[{""target"":""T2P"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":4},{""target"":""corridor"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]"
RST-44,Recovery lag and temporal overlap,Concentrated dependency; Propagation-amplified cascade,Propagation-amplified cascade,True,True,True,Structural,1.6666666666666667,1.3666666666666667,0.41818040259083805,0.18000000000000005,0.49323789123200074,T2P; corridor,"[{""target"":""T2P"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":4},{""target"":""corridor"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]"
RST-45,Recovery lag and temporal overlap,Concentrated dependency; Propagation-amplified cascade,Propagation-amplified cascade,True,True,True,Structural,2.25,1.95,0.2723968254214807,0.1333333333333333,0.513335839277298,T2P; corridor,"[{""target"":""T2P"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":4},{""target"":""corridor"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]"
RST-46,Recovery lag and temporal overlap,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,Hidden convergent dependency,True,True,True,Structural,0.8481481481481482,0.5925925925925927,0.6414115947631008,0.3013100436681222,0.475393647107325,T2P; corridor,"[{""target"":""corridor"",""magnitude"":0.3,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":4},{""target"":""T2P"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]"
RST-47,Recovery lag and temporal overlap,Concentrated dependency,Concentrated dependency,True,True,True,Structural,1.248148148148148,1.048148148148148,0.6018730849781013,0.1602373887240356,0.5226930992240373,T2P; corridor,"[{""target"":""corridor"",""magnitude"":0.4,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":4},{""target"":""T2P"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]"
RST-48,Recovery lag and temporal overlap,Concentrated dependency,Concentrated dependency,True,True,True,Structural,1.8481481481481485,1.6148148148148156,0.5254932044211416,0.12625250501001983,0.5841726744930699,T2P; corridor,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":4},{""target"":""T2P"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]"
RST-49,Recovery lag and temporal overlap,Concentrated dependency,Concentrated dependency,True,True,True,Structural,2.392592592592593,1.625925925925926,0.41818040259083805,0.3204334365325078,0.6188789168730264,T2P; corridor,"[{""target"":""corridor"",""magnitude"":0.6,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":4},{""target"":""T2P"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]"
RST-50,Recovery lag and temporal overlap,Concentrated dependency,Concentrated dependency,True,True,True,Structural,2.859259259259259,1.9481481481481477,0.2723968254214807,0.3186528497409328,0.6187845572260159,T2P; corridor,"[{""target"":""corridor"",""magnitude"":0.7,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":4},{""target"":""T2P"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]"
